Title,URL,Text,Tag,Author,Date
Death by Faith: The Venomous Consequences of Religious Irrationality,https://theobjectivestandard.com/2014/04/death-by-faith-the-venomous-consequences-of-religious-irrationality/,"""Deeply held"" irrational beliefs are still irrational, whether those beliefs call for handling dangerous snakes or burning “witches” or flying airplanes into buildings. Integrity does not consist in loyalty to irrational principles or beliefs; it consists in loyalty to rational principles—principles based in observation and logic and in service of human life.",Philosophy,Natalie Ogle,"April 24, 2014"
Obama Administration Continues to Thwart the Keystone XL Project,https://theobjectivestandard.com/2014/04/obama-administration-continues-to-thwart-the-keystone-xl-project/,"The Obama administration is “putting off its decision on the Keystone XL oil pipeline, likely until after the November elections,” the Associated Press reports, illustrating how leftist political maneuvering continues to delay this vital project. The developers have a moral right to use their minds, to develop technologies, and to offer their products in the marketplace.",Science & Technology,David Biederman,"April 24, 2014"
Zach Braff Is No Liberal,https://theobjectivestandard.com/2014/04/zach-braff-is-no-liberal/,"In terms of politics, the fundamental issue is not whether and in what ways individuals are willing to voluntarily share their wealth. The fundamental issue is whether individuals have a moral right to decide how to use their wealth. Real (classical) liberals hold that individuals have such a right; modern (leftist) “liberals” hold that individuals have no such right.",Politics & Rights,Ari Armstrong,"April 23, 2014"
TOS’s New Website,https://theobjectivestandard.com/2014/04/toss-new-website/,"I'm delighted to announce the launch of TOS’s new website. Our staff and developers have worked hard toward making the site easy to navigate and a pleasure to use. I hope you find it so. A number of tasks and improvements remain to be done, and we will be working on these over the next few weeks.",Announcements,Craig Biddle,"April 23, 2014"
"Review: The Conscience of the Constitution, by Timothy Sandefur",https://theobjectivestandard.com/2014/02/review-the-conscience-of-the-constitution-by-timothy-sandefur/,"Slade Mendenhall reviews The Conscience of the Constitution: The Declaration of Independence and the Right to Liberty, by Timothy Sandefur.","History, Politics & Rights, Reviews",Slade Mendenhall,"February 21, 2014"
"Review: Responsibility & Luck, by Diana Hsieh",https://theobjectivestandard.com/2014/02/review-responsibility-luck-by-diana-hsieh/,"Ari Armstrong reviews Responsibility & Luck: A Defense of Praise and Blame, by Diana Hsieh.","Philosophy, Reviews",Ari Armstrong,"February 21, 2014"
"Review: Free Market Economics, by Steven Kates",https://theobjectivestandard.com/2014/02/review-free-market-economics-by-steven-kates/,"Richard M. Salsman reviews Free Market Economics: An Introduction for the General Reader, by Steven Kates.","Economics, Reviews",Richard M. Salsman,"February 21, 2014"
Aristotle Versus Religion,https://theobjectivestandard.com/2014/02/aristotle-versus-religion/,"Offers a concise history of the relationships and conflicts between Aristotelianism and the three major monotheistic religions, Judaism, Christianity, and Islam; illustrates the varying degrees to which Western and Middle Eastern cultures accepted or rejected The Philosopher's ideas and attempted to mix them with religion; and shows the power of rational ideas to sustain and further human life and the power of irrational ideas to throttle and thwart it.","History, Philosophy",Andrew Bernstein,"February 21, 2014"
A Peek at Thinking in Principles: The Science of Selfishness,https://theobjectivestandard.com/2014/02/a-peek-at-thinking-in-principles-the-science-of-selfishness/,"Discusses the nature of principles, surveys various kinds of principles, draws crucial definitions of “principle” from the survey, and shows the vital role of principles in thinking.","Good Living, Philosophy",Craig Biddle,"February 21, 2014"
"From the Editor, Spring 2014",https://theobjectivestandard.com/2014/02/from-the-editor-spring-2014/,Craig Biddle introduces the Spring 2014 issue.,Announcements,Craig Biddle,"February 21, 2014"
"Liberty, Free Markets, and Moral Character—An Important Conference for College Students",https://theobjectivestandard.com/2014/02/liberty-free-markets-and-moral-character-an-important-conference-for-college-students/,"May 22–25, I’ll be speaking at “Liberty, Free Markets, and Moral Character” along with Andrew Bernstein, Brad Thompson, and several libertarian speakers. The conference is for students between 18 and 24 years old; the deadline for applications is March 8.",Announcements,Craig Biddle,"February 20, 2014"
Jonathan Hoenig’s Pit Trading 101: Fuel for The Capitalist Soul,https://theobjectivestandard.com/2014/02/jonathan-hoenigs-pit-trading-101-fuel-for-the-capitalist-soul/,"Jonathan Hoenig’s new film, Pit Trading 101, is a fascinating and inspiring look at a small group of highly ambitious capitalists who attended the University of Trading in the 1990s and went on to trade in the commodities pits of the Chicago Mercantile Exchange, where they allocated huge amounts of capital via split-second decision making.",Economics,Craig Biddle,"February 19, 2014"
Announcement About TOS Blog Schedule,https://theobjectivestandard.com/2014/02/announcement-about-tos-blog-schedule/,"During the next two weeks, while we are completing and launching the new TOS website, posting on TOS Blog will be extremely light. We will resume our regular (and soon enhanced) blogging schedule in March. In the meantime, please enjoy our many timeless articles and posts.",Announcements,TOS Admin,"February 19, 2014"
The Spring Issue of The Objective Standard,https://theobjectivestandard.com/2014/02/the-spring-issue-of-the-objective-standard/,"The print edition of the Spring issue of The Objective Standard goes to press today and will be mailed shortly. The contents of the Spring issue include ""A Peek at Thinking in Principles: The Science of Selfishness,"" by Craig Biddle; and ""Aristotle Versus Religion,"" by Andrew Bernstein.",Announcements,TOS Admin,"February 17, 2014"
Subscribe to the New TOS Audio Feed,https://theobjectivestandard.com/2014/02/subscribe-to-the-new-tos-audio-feed/,"In conjunction with TOS’s new website, which will be launched shortly, we have created a new audio feed (available via direct rss feed or iTunes). The new feed currently offers a selection of recorded TOS Blog posts, Reason at Large talks, and more. We will add new audio items on a regular basis.",Announcements,TOS Admin,"February 14, 2014"
Olympic Skater Katarina Witt: “The Most Beautiful Face” of a Grotesque System,https://theobjectivestandard.com/2014/02/olympic-skater-katarina-witt-the-most-beautiful-face-of-a-grotesque-system/,"The Diplomat, an ESPN documentary about two-time Olympic champion figure skater Katarina Witt of East Germany (the former German Democratic Republic, or GDR), is released to video February 18. The film serves as a reminder—or a revelation—of the crushing grip communist dictatorships held on the people who “lived” under them.",Arts & Culture,Joseph Kellard,"February 12, 2014"
Answering Sam Harris’s “Moral Landscape Challenge”,https://theobjectivestandard.com/2014/02/answering-sam-harriss-moral-landscape-challenge/,"What is the proper moral standard? As Ayn Rand identified, it is only a person’s own life that, ultimately, can serve as his highest value, which all other values properly support. Life, Rand pointed out, makes values possible and necessary.",Philosophy,Ari Armstrong,"February 9, 2014"
